record_id,model,condition,rank,source_attached_execution,type_completed_execution,completion_rescue,completion_break,production_accept,reference_accept,accept_agreement,error_set_agreement,production_errors,reference_errors,source_error,completed_error
nvbench2:dev:492,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:492,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:492,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:495,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:495,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:x,count_with_field:x,,
nvbench2:dev:498,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,missing_required_channel,missing_required_channel,,
nvbench2:dev:498,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,missing_required_channel,missing_required_channel,,
nvbench2:dev:499,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:499,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:499,llama3.2:3b,direct_rich,3,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:499,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:499,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:507,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:507,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:507,llama3.2:3b,direct_rich,3,1,1,0,0,0,0,1,1,count_with_field:color|unknown_field:unique_count,count_with_field:color|unknown_field:unique_count,,
nvbench2:dev:507,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:507,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:508,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:508,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:508,llama3.2:3b,direct_rich,3,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:508,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:508,llama3.2:3b,direct_rich,5,0,0,0,0,0,0,1,0,missing_required_channel,missing_encoding,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot convert undefined or null to object
    at keys (<anonymous>)
    at ks (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:47763)
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50644)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot convert undefined or null to object
    at keys (<anonymous>)
    at ks (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:47763)
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50644)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)"
nvbench2:dev:515,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,llama3.2:3b,direct_rich,3,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:515,llama3.2:3b,direct_rich,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:531,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:531,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:531,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:531,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:538,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,non_object_filter,non_object_filter,,
nvbench2:dev:540,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:x|unknown_field:unique_count,count_with_field:x|unknown_field:unique_count,,
nvbench2:dev:540,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:540,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:540,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:540,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:x|unknown_field:unique_count,count_with_field:x|unknown_field:unique_count,,
nvbench2:dev:551,llama3.2:3b,direct_rich,1,0,0,0,0,0,0,1,0,missing_required_channel,missing_encoding,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'shape')
    at Bc (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:73782)
    at Hc.hasMatchingType (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:74093)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80913)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot read properties of undefined (reading 'shape')
    at Bc (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:73782)
    at Hc.hasMatchingType (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:74093)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80913)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)"
nvbench2:dev:551,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:554,llama3.2:3b,direct_rich,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,llama3.2:3b,direct_rich,2,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:554,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,count_with_field:x|missing_required_channel,count_with_field:x|missing_required_channel,,
nvbench2:dev:554,llama3.2:3b,direct_rich,5,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:562,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:562,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:562,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:562,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:568,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:568,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:x|count_with_field:y,count_with_field:x|count_with_field:y,,
nvbench2:dev:571,llama3.2:3b,direct_rich,1,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:571,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:571,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:571,llama3.2:3b,direct_rich,4,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:571,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:572,llama3.2:3b,direct_rich,1,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
nvbench2:dev:572,llama3.2:3b,direct_rich,2,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
nvbench2:dev:572,llama3.2:3b,direct_rich,3,0,0,0,0,1,1,1,1,,,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
nvbench2:dev:572,llama3.2:3b,direct_rich,4,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
nvbench2:dev:572,llama3.2:3b,direct_rich,5,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
nvbench2:dev:573,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:573,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,1,count_with_field:y|unknown_field:unique_count,count_with_field:y|unknown_field:unique_count,,
nvbench2:dev:573,llama3.2:3b,direct_rich,3,1,1,0,0,1,1,1,1,,,,
nvbench2:dev:573,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,1,count_with_field:y,count_with_field:y,,
nvbench2:dev:573,llama3.2:3b,direct_rich,5,1,1,0,0,0,0,1,1,unknown_field:unique_count,unknown_field:unique_count,,
nvbench2:dev:603,llama3.2:3b,direct_rich,1,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:603,llama3.2:3b,direct_rich,2,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:603,llama3.2:3b,direct_rich,3,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:603,llama3.2:3b,direct_rich,4,1,1,0,0,0,0,1,0,missing_required_channel,missing_encoding,,
nvbench2:dev:603,llama3.2:3b,direct_rich,5,0,0,0,0,0,0,1,0,missing_required_channel,missing_encoding,"ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot convert undefined or null to object
    at keys (<anonymous>)
    at ks (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:47763)
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50644)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)","ValueError: Vega-Lite to SVG conversion failed:
TypeError: Cannot convert undefined or null to object
    at keys (<anonymous>)
    at ks (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:47763)
    at hs.As [as run] (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:50644)
    at Nc.mapUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80950)
    at Nc.mapLayerOrUnit (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69333)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:69237)
    at Nc.map (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:80566)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79610
    at zl (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:79632)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244374)"
nvbench2:dev:605,llama3.2:3b,direct_rich,1,0,0,0,0,0,0,1,1,count_with_field:y,count_with_field:y,"ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)","ValueError: Vega-Lite to SVG conversion failed:
Error: Invalid field type ""undefined"".
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190213
    at fp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:190235)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191247
    at dp (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:191343)
    at https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194008
    at pg.parseScale (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:194055)
    at pg.parse (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:193757)
    at Module.yg (https://cdn.jsdelivr.net/npm/vega-lite@6.4.1/+esm:7:244409)
    at compileVegaLite_v6_4 (ext:<anon>:18:17)
    at vegaLiteToSvg_v6_4 (ext:<anon>:22:18)"
