record_id,gold_count,step4_count,step5_count,step6_count,raw_count,expanded_count,deduplicated_complete_count,cap15_count,step6_set_equal_gold,step6_contains_any_gold,complete_pool_contains_any_gold,heuristic_top5_contains_any_gold
nvbench2:train:3794,4,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:3795,2,1,2,2,5,10,10,10,1,1,1,1
nvbench2:train:3796,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3797,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3798,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3799,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3800,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3801,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3802,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3803,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3804,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3805,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3806,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:3807,3,3,3,3,9,9,6,6,1,1,1,1
nvbench2:train:3808,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3809,1,1,1,1,4,4,2,2,1,1,1,1
nvbench2:train:3810,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3811,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3812,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3813,4,1,4,4,9,9,4,4,1,1,1,1
nvbench2:train:3814,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3815,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3816,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3817,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3818,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:3819,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3820,2,1,1,1,3,4,3,3,0,1,1,1
nvbench2:train:3821,4,1,4,4,9,9,4,4,1,1,1,1
nvbench2:train:3822,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3823,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:3824,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:3825,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3826,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3827,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3828,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3829,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3830,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3831,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3832,2,1,2,2,5,5,4,4,0,0,1,1
nvbench2:train:3833,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3834,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3835,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3836,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3837,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3838,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3839,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3840,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:3841,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3842,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3843,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3844,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3845,3,2,2,3,7,7,4,4,1,1,1,1
nvbench2:train:3846,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3847,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3848,2,1,2,2,5,5,2,2,0,0,0,0
nvbench2:train:3849,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3850,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3851,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3852,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3853,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3854,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:3855,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:3856,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3857,2,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:3858,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:3859,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:3860,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3861,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3862,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:3863,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:3864,2,1,2,1,4,4,2,2,0,1,1,1
nvbench2:train:3865,4,2,4,2,8,8,6,6,0,1,1,1
nvbench2:train:3866,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:3867,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3868,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:3869,2,1,1,1,3,3,3,3,0,1,1,1
nvbench2:train:3870,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3871,3,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:3872,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:3873,2,2,2,2,6,6,2,2,0,0,0,0
nvbench2:train:3874,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:3875,5,2,3,5,10,10,9,9,1,1,1,1
nvbench2:train:3876,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3877,2,2,1,1,4,4,2,2,0,1,1,1
nvbench2:train:3878,5,1,5,5,11,11,5,5,1,1,1,1
nvbench2:train:3879,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:3880,4,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:3881,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:3882,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3883,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3884,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3885,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3886,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3887,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3888,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3889,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3890,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3891,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3892,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3893,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3894,5,2,3,5,10,10,7,7,0,1,1,1
nvbench2:train:3895,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3896,5,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:3897,5,5,5,5,15,18,14,14,1,1,1,0
nvbench2:train:3898,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:3899,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:3900,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3901,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:3902,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:3903,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3904,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3905,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3906,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3907,4,1,4,4,9,18,18,15,1,1,1,1
nvbench2:train:3908,4,1,4,4,9,18,10,10,1,1,1,1
nvbench2:train:3909,5,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:3910,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3911,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:3912,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3913,4,1,4,4,9,18,10,10,1,1,1,1
nvbench2:train:3914,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:3915,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:3916,5,1,3,5,9,13,8,8,1,1,1,1
nvbench2:train:3917,4,2,2,2,6,6,4,4,0,1,1,1
nvbench2:train:3918,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3919,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3920,2,1,1,1,3,3,3,3,0,1,1,1
nvbench2:train:3921,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:3922,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3923,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:3924,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:3925,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3926,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3927,2,1,1,1,3,3,1,1,0,0,0,0
nvbench2:train:3928,5,2,5,5,12,12,12,12,1,1,1,1
nvbench2:train:3929,5,2,5,5,12,12,7,7,1,1,1,1
nvbench2:train:3930,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3931,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3932,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:3933,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:3934,5,4,5,5,14,14,7,7,1,1,1,1
nvbench2:train:3935,4,1,4,4,9,9,7,7,1,1,1,1
nvbench2:train:3936,5,1,5,5,11,11,9,9,1,1,1,1
nvbench2:train:3937,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:3938,5,4,5,5,14,14,7,7,1,1,1,1
nvbench2:train:3939,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:3940,5,3,3,5,11,11,8,8,1,1,1,1
nvbench2:train:3941,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3942,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3943,3,1,2,2,5,5,2,2,0,0,0,0
nvbench2:train:3944,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:3945,3,2,3,3,8,8,4,4,1,1,1,1
nvbench2:train:3946,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3947,2,1,1,2,4,4,2,2,1,1,1,1
nvbench2:train:3948,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3949,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:3950,4,4,4,4,12,12,8,8,1,1,1,1
nvbench2:train:3951,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3952,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3953,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3954,4,1,4,4,9,9,4,4,1,1,1,1
nvbench2:train:3955,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3956,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3957,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3958,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3959,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3960,4,4,4,4,12,12,8,8,1,1,1,1
nvbench2:train:3961,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:3962,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3963,2,1,1,2,4,6,4,4,1,1,1,1
nvbench2:train:3964,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3965,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:3966,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:3967,2,1,1,2,4,6,4,4,1,1,1,1
nvbench2:train:3968,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:3969,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:3970,2,1,1,1,3,4,3,3,0,1,1,1
nvbench2:train:3971,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3972,2,1,1,2,4,6,4,4,1,1,1,1
nvbench2:train:3973,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:3974,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3975,4,1,4,4,9,9,6,6,1,1,1,1
nvbench2:train:3976,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:3977,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3978,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:3979,5,2,5,5,12,12,11,11,1,1,1,0
nvbench2:train:3980,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:3981,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:3982,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3983,5,2,3,5,10,10,9,9,1,1,1,1
nvbench2:train:3984,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:3985,5,2,3,5,10,10,9,9,1,1,1,1
nvbench2:train:3986,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:3987,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3988,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3989,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3990,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:3991,5,1,5,5,11,11,10,10,1,1,1,1
nvbench2:train:3992,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:3993,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:3994,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:3995,2,2,2,1,5,5,3,3,0,0,1,1
nvbench2:train:3996,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3997,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:3998,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:3999,5,2,5,5,12,12,6,6,1,1,1,1
nvbench2:train:4000,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4001,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4002,5,2,5,5,12,12,6,6,1,1,1,1
nvbench2:train:4003,3,1,2,3,6,8,6,6,1,1,1,1
nvbench2:train:4004,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4005,2,1,1,2,4,6,4,4,1,1,1,1
nvbench2:train:4006,5,2,4,2,8,8,6,6,0,1,1,1
nvbench2:train:4007,2,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:4008,3,1,2,3,6,8,6,6,1,1,1,1
nvbench2:train:4009,3,1,2,3,6,8,6,6,1,1,1,1
nvbench2:train:4010,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:4011,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:4012,3,2,3,3,8,8,7,7,1,1,1,1
nvbench2:train:4013,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4014,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4015,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:4016,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:4017,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4018,3,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:4019,2,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:4020,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4021,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:4022,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4023,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4024,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:4025,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4026,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4027,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4028,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4029,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:4030,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:4031,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4032,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4033,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4034,3,1,3,3,7,7,7,7,0,0,0,0
nvbench2:train:4035,3,1,1,1,3,3,1,1,0,0,0,0
nvbench2:train:4036,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:4037,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4038,2,1,1,1,3,3,2,2,0,0,0,0
nvbench2:train:4039,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4040,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4041,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4042,4,2,2,2,6,6,6,6,0,1,1,1
nvbench2:train:4043,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4044,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4045,3,1,2,3,6,6,5,5,1,1,1,1
nvbench2:train:4046,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4047,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4048,2,1,2,2,5,5,4,4,1,1,1,1
nvbench2:train:4049,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4050,4,2,4,4,10,10,10,10,1,1,1,0
nvbench2:train:4051,4,2,4,4,10,10,6,6,1,1,1,1
nvbench2:train:4052,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4053,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4054,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4055,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4056,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4057,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4058,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4059,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4060,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4061,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4062,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4063,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4064,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4065,3,1,3,3,7,7,3,3,1,1,1,1
nvbench2:train:4066,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4067,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4068,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4069,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4070,3,2,2,3,7,7,4,4,1,1,1,1
nvbench2:train:4071,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:4072,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:4073,3,1,3,3,7,14,14,14,1,1,1,1
nvbench2:train:4074,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4075,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:4076,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:4077,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:4078,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:4079,4,4,4,4,12,12,4,4,1,1,1,1
nvbench2:train:4080,3,2,2,3,7,7,4,4,1,1,1,1
nvbench2:train:4081,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4082,3,1,3,3,7,14,14,14,1,1,1,1
nvbench2:train:4083,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4084,3,1,1,1,3,6,4,4,0,0,0,0
nvbench2:train:4085,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4086,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:4087,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:4088,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:4089,2,1,1,2,4,6,3,3,1,1,1,1
nvbench2:train:4090,3,2,2,3,7,7,4,4,1,1,1,1
nvbench2:train:4091,3,1,3,3,7,14,8,8,1,1,1,1
nvbench2:train:4092,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:4093,3,1,1,3,7,7,3,3,0,1,1,1
nvbench2:train:4094,3,2,2,3,7,7,4,4,1,1,1,1
nvbench2:train:4095,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4096,3,1,3,3,7,14,14,14,1,1,1,1
nvbench2:train:4097,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:4098,5,5,5,5,15,15,10,10,1,1,1,0
nvbench2:train:4099,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4100,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4101,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4102,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4103,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4104,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4105,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4106,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4107,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4108,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4109,4,4,4,4,12,12,12,12,1,1,1,0
nvbench2:train:4110,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4111,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4112,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4113,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4114,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:4115,5,5,5,5,15,15,14,14,1,1,1,0
nvbench2:train:4116,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:4117,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4118,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4119,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:4120,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4121,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:4122,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4123,5,2,5,5,12,12,12,12,1,1,1,0
nvbench2:train:4124,3,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:4125,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:4126,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4127,3,2,2,3,7,7,5,5,1,1,1,1
nvbench2:train:4128,3,1,1,3,5,5,3,3,1,1,1,1
nvbench2:train:4129,4,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:4130,2,1,1,2,4,4,3,3,1,1,1,1
nvbench2:train:4131,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4132,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4133,3,1,1,1,3,3,1,1,0,1,1,1
nvbench2:train:4134,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4135,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4136,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4137,4,1,4,4,9,9,9,9,1,1,1,0
nvbench2:train:4138,4,2,2,4,8,8,6,6,1,1,1,1
nvbench2:train:4139,3,1,1,1,3,3,2,2,0,1,1,1
nvbench2:train:4140,5,3,5,5,13,13,10,10,0,1,1,0
nvbench2:train:4141,5,2,5,5,12,12,7,7,1,1,1,1
nvbench2:train:4142,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4143,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4144,5,1,5,5,11,11,6,6,1,1,1,1
nvbench2:train:4145,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4146,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4147,5,2,4,5,11,13,8,8,1,1,1,1
nvbench2:train:4148,3,1,3,3,7,7,7,7,1,1,1,1
nvbench2:train:4149,3,1,2,1,4,4,3,3,0,1,1,1
nvbench2:train:4150,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4151,3,2,3,3,8,8,4,4,1,1,1,1
nvbench2:train:4152,2,1,2,2,5,5,2,2,1,1,1,1
nvbench2:train:4153,2,2,2,2,6,6,3,3,1,1,1,1
nvbench2:train:4154,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4155,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4156,3,2,3,3,8,8,4,4,1,1,1,1
nvbench2:train:4157,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:4158,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4159,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4160,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4161,5,2,4,5,11,13,8,8,1,1,1,1
nvbench2:train:4162,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4163,3,1,3,3,7,7,4,4,1,1,1,1
nvbench2:train:4164,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4165,2,2,2,2,6,6,3,3,0,1,1,1
nvbench2:train:4166,2,1,2,2,5,5,5,5,1,1,1,1
nvbench2:train:4167,3,2,3,3,8,8,4,4,1,1,1,1
nvbench2:train:4168,3,2,3,3,8,8,5,5,1,1,1,1
nvbench2:train:4169,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:4170,2,2,2,2,6,6,2,2,1,1,1,1
nvbench2:train:4171,3,2,2,2,6,6,2,2,0,1,1,1
nvbench2:train:4172,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4173,5,2,5,5,12,12,11,11,1,1,1,0
nvbench2:train:4174,5,1,5,5,11,11,11,11,1,1,1,0
nvbench2:train:4175,2,2,2,2,6,6,6,6,1,1,1,1
nvbench2:train:4176,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4177,4,1,4,4,9,9,5,5,1,1,1,1
nvbench2:train:4178,4,1,4,4,9,9,9,9,1,1,1,1
nvbench2:train:4179,3,2,3,3,8,8,7,7,1,1,1,1
nvbench2:train:4180,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4181,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4182,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4183,2,1,2,2,5,5,3,3,1,1,1,1
nvbench2:train:4184,2,2,2,2,6,6,4,4,1,1,1,1
nvbench2:train:4185,5,2,5,5,12,12,11,11,1,1,1,0
nvbench2:train:4186,3,2,3,3,8,8,8,8,1,1,1,0
nvbench2:train:4187,3,1,2,3,6,8,6,6,1,1,1,1
nvbench2:train:4188,3,1,2,3,6,8,5,5,1,1,1,1
nvbench2:train:4189,3,2,3,3,8,8,4,4,1,1,1,1
nvbench2:train:4190,3,1,1,1,3,3,1,1,0,1,1,1
